id_sector,id_subsector,subsector,id_energy_carrier,energy_carrier,year,unit,id_end_use,end_use,id_end_use_level2,end_use_level2,value
3,31,agriculture,14,erneuerbare Energien,2019,kWh,3,space heating,6,space_heating,149855640.7
3,31,agriculture,14,erneuerbare Energien,2019,kWh,1,appliance,7,process_cooling,0
3,31,agriculture,14,erneuerbare Energien,2019,kWh,2,space cooling,8,space_cooling,0
3,31,agriculture,13,Fernwärme,2019,kWh,1,appliance,1,lighting,0
3,31,agriculture,13,Fernwärme,2019,kWh,1,appliance,2,ICT,0
3,31,agriculture,13,Fernwärme,2019,kWh,1,appliance,3,mechanical_energy,0
3,31,agriculture,13,Fernwärme,2019,kWh,4,domestic hot water,4,hot_water,626732.6348
3,31,agriculture,13,Fernwärme,2019,kWh,1,appliance,5,process_heating,2578.125106
3,31,agriculture,13,Fernwärme,2019,kWh,3,space heating,6,space_heating,0
3,31,agriculture,13,Fernwärme,2019,kWh,1,appliance,7,process_cooling,0
3,31,agriculture,13,Fernwärme,2019,kWh,2,space cooling,8,space_cooling,0
3,31,agriculture,1,Strom,2019,kWh,1,appliance,1,lighting,2132031521
3,31,agriculture,1,Strom,2019,kWh,1,appliance,2,ICT,421202295.1
3,31,agriculture,1,Strom,2019,kWh,1,appliance,3,mechanical_energy,2260751359
3,31,agriculture,1,Strom,2019,kWh,4,domestic hot water,4,hot_water,79651054.46
3,31,agriculture,1,Strom,2019,kWh,1,appliance,5,process_heating,185043798.9
3,31,agriculture,1,Strom,2019,kWh,3,space heating,6,space_heating,397506910
3,31,agriculture,1,Strom,2019,kWh,1,appliance,7,process_cooling,27769908.25
3,31,agriculture,1,Strom,2019,kWh,2,space cooling,8,space_cooling,586154680.7
3,32,manufacturing,3,Kohle,2019,kWh,1,appliance,1,lighting,0
3,32,manufacturing,3,Kohle,2019,kWh,1,appliance,2,ICT,0
3,32,manufacturing,3,Kohle,2019,kWh,1,appliance,3,mechanical_energy,0
3,32,manufacturing,3,Kohle,2019,kWh,4,domestic hot water,4,hot_water,0
3,32,manufacturing,3,Kohle,2019,kWh,1,appliance,5,process_heating,0
3,32,manufacturing,3,Kohle,2019,kWh,3,space heating,6,space_heating,0
3,32,manufacturing,3,Kohle,2019,kWh,1,appliance,7,process_cooling,0
3,32,manufacturing,3,Kohle,2019,kWh,2,space cooling,8,space_cooling,0
3,32,manufacturing,2,Kraftstoff,2019,kWh,1,appliance,1,lighting,0
3,32,manufacturing,2,Kraftstoff,2019,kWh,1,appliance,2,ICT,0
3,32,manufacturing,2,Kraftstoff,2019,kWh,1,appliance,3,mechanical_energy,0
3,32,manufacturing,2,Kraftstoff,2019,kWh,4,domestic hot water,4,hot_water,0
3,32,manufacturing,2,Kraftstoff,2019,kWh,1,appliance,5,process_heating,0
3,32,manufacturing,2,Kraftstoff,2019,kWh,3,space heating,6,space_heating,0
3,32,manufacturing,2,Kraftstoff,2019,kWh,1,appliance,7,process_cooling,0
3,32,manufacturing,2,Kraftstoff,2019,kWh,2,space cooling,8,space_cooling,0
3,32,manufacturing,8,Heizöl,2019,kWh,1,appliance,1,lighting,0
3,32,manufacturing,8,Heizöl,2019,kWh,1,appliance,2,ICT,0
3,32,manufacturing,8,Heizöl,2019,kWh,1,appliance,3,mechanical_energy,0
3,32,manufacturing,8,Heizöl,2019,kWh,4,domestic hot water,4,hot_water,1015788.512
3,32,manufacturing,8,Heizöl,2019,kWh,1,appliance,5,process_heating,0
3,32,manufacturing,8,Heizöl,2019,kWh,3,space heating,6,space_heating,2460836843
3,32,manufacturing,8,Heizöl,2019,kWh,1,appliance,7,process_cooling,0
3,32,manufacturing,8,Heizöl,2019,kWh,2,space cooling,8,space_cooling,0
3,32,manufacturing,9,Flüssiggas,2019,kWh,1,appliance,1,lighting,0
3,32,manufacturing,9,Flüssiggas,2019,kWh,1,appliance,2,ICT,0
3,32,manufacturing,9,Flüssiggas,2019,kWh,1,appliance,3,mechanical_energy,0
3,32,manufacturing,9,Flüssiggas,2019,kWh,4,domestic hot water,4,hot_water,0
3,32,manufacturing,9,Flüssiggas,2019,kWh,1,appliance,5,process_heating,0
3,32,manufacturing,9,Flüssiggas,2019,kWh,3,space heating,6,space_heating,7001747.974
3,32,manufacturing,9,Flüssiggas,2019,kWh,1,appliance,7,process_cooling,0
3,32,manufacturing,9,Flüssiggas,2019,kWh,2,space cooling,8,space_cooling,0
3,32,manufacturing,6,Erdgas,2019,kWh,1,appliance,1,lighting,0
3,32,manufacturing,6,Erdgas,2019,kWh,1,appliance,2,ICT,0
3,32,manufacturing,6,Erdgas,2019,kWh,1,appliance,3,mechanical_energy,920768.2064
3,32,manufacturing,6,Erdgas,2019,kWh,4,domestic hot water,4,hot_water,210046578.1
3,32,manufacturing,6,Erdgas,2019,kWh,1,appliance,5,process_heating,1192561788
3,32,manufacturing,6,Erdgas,2019,kWh,3,space heating,6,space_heating,2455918019
3,32,manufacturing,6,Erdgas,2019,kWh,1,appliance,7,process_cooling,0
3,32,manufacturing,6,Erdgas,2019,kWh,2,space cooling,8,space_cooling,0
3,32,manufacturing,12,Biomasse,2019,kWh,1,appliance,1,lighting,0
3,32,manufacturing,12,Biomasse,2019,kWh,1,appliance,2,ICT,0
3,32,manufacturing,12,Biomasse,2019,kWh,1,appliance,3,mechanical_energy,0
3,32,manufacturing,12,Biomasse,2019,kWh,4,domestic hot water,4,hot_water,36735053.82
3,32,manufacturing,12,Biomasse,2019,kWh,1,appliance,5,process_heating,0
3,32,manufacturing,12,Biomasse,2019,kWh,3,space heating,6,space_heating,1488433492
3,32,manufacturing,12,Biomasse,2019,kWh,1,appliance,7,process_cooling,0
3,32,manufacturing,12,Biomasse,2019,kWh,2,space cooling,8,space_cooling,0
3,32,manufacturing,14,erneuerbare Energien,2019,kWh,1,appliance,1,lighting,0
3,32,manufacturing,14,erneuerbare Energien,2019,kWh,1,appliance,2,ICT,0
3,32,manufacturing,14,erneuerbare Energien,2019,kWh,1,appliance,3,mechanical_energy,0
3,32,manufacturing,14,erneuerbare Energien,2019,kWh,4,domestic hot water,4,hot_water,5120951.346
3,32,manufacturing,14,erneuerbare Energien,2019,kWh,1,appliance,5,process_heating,24583.27899
3,32,manufacturing,14,erneuerbare Energien,2019,kWh,3,space heating,6,space_heating,17212251.01
3,32,manufacturing,14,erneuerbare Energien,2019,kWh,1,appliance,7,process_cooling,0
3,32,manufacturing,14,erneuerbare Energien,2019,kWh,2,space cooling,8,space_cooling,0
3,32,manufacturing,13,Fernwärme,2019,kWh,1,appliance,1,lighting,0
3,32,manufacturing,13,Fernwärme,2019,kWh,1,appliance,2,ICT,0
3,32,manufacturing,13,Fernwärme,2019,kWh,1,appliance,3,mechanical_energy,0
3,32,manufacturing,13,Fernwärme,2019,kWh,4,domestic hot water,4,hot_water,1622728.639
3,32,manufacturing,13,Fernwärme,2019,kWh,1,appliance,5,process_heating,504469.0627
3,32,manufacturing,13,Fernwärme,2019,kWh,3,space heating,6,space_heating,41664925.13
3,32,manufacturing,13,Fernwärme,2019,kWh,1,appliance,7,process_cooling,0
3,32,manufacturing,13,Fernwärme,2019,kWh,2,space cooling,8,space_cooling,0
3,32,manufacturing,1,Strom,2019,kWh,1,appliance,1,lighting,1960691763
3,32,manufacturing,1,Strom,2019,kWh,1,appliance,2,ICT,526039717.7
3,32,manufacturing,1,Strom,2019,kWh,1,appliance,3,mechanical_energy,909272744.4
3,32,manufacturing,1,Strom,2019,kWh,4,domestic hot water,4,hot_water,44514094.93
3,32,manufacturing,1,Strom,2019,kWh,1,appliance,5,process_heating,921110449.1
3,32,manufacturing,1,Strom,2019,kWh,3,space heating,6,space_heating,293287604.1
3,32,manufacturing,1,Strom,2019,kWh,1,appliance,7,process_cooling,42919538.38
3,32,manufacturing,1,Strom,2019,kWh,2,space cooling,8,space_cooling,167061176.2
3,33,construction,3,Kohle,2019,kWh,1,appliance,1,lighting,0
3,33,construction,3,Kohle,2019,kWh,1,appliance,2,ICT,0
3,33,construction,3,Kohle,2019,kWh,1,appliance,3,mechanical_energy,0
3,33,construction,3,Kohle,2019,kWh,4,domestic hot water,4,hot_water,0
3,33,construction,3,Kohle,2019,kWh,1,appliance,5,process_heating,0
3,33,construction,3,Kohle,2019,kWh,3,space heating,6,space_heating,0
3,33,construction,3,Kohle,2019,kWh,1,appliance,7,process_cooling,0
3,33,construction,3,Kohle,2019,kWh,2,space cooling,8,space_cooling,0
3,33,construction,2,Kraftstoff,2019,kWh,1,appliance,1,lighting,0
3,33,construction,2,Kraftstoff,2019,kWh,1,appliance,2,ICT,0
3,33,construction,2,Kraftstoff,2019,kWh,1,appliance,3,mechanical_energy,2655602225
3,33,construction,2,Kraftstoff,2019,kWh,4,domestic hot water,4,hot_water,0
3,33,construction,2,Kraftstoff,2019,kWh,1,appliance,5,process_heating,0
3,33,construction,2,Kraftstoff,2019,kWh,3,space heating,6,space_heating,0
3,33,construction,2,Kraftstoff,2019,kWh,1,appliance,7,process_cooling,0
3,33,construction,2,Kraftstoff,2019,kWh,2,space cooling,8,space_cooling,0
3,33,construction,8,Heizöl,2019,kWh,1,appliance,1,lighting,0
3,33,construction,8,Heizöl,2019,kWh,1,appliance,2,ICT,0
3,33,construction,8,Heizöl,2019,kWh,1,appliance,3,mechanical_energy,0
3,33,construction,8,Heizöl,2019,kWh,4,domestic hot water,4,hot_water,5107898.218
3,33,construction,8,Heizöl,2019,kWh,1,appliance,5,process_heating,0
3,33,construction,8,Heizöl,2019,kWh,3,space heating,6,space_heating,1259268152
3,33,construction,8,Heizöl,2019,kWh,1,appliance,7,process_cooling,0
3,33,construction,8,Heizöl,2019,kWh,2,space cooling,8,space_cooling,0
3,33,construction,9,Flüssiggas,2019,kWh,1,appliance,1,lighting,0
3,33,construction,9,Flüssiggas,2019,kWh,1,appliance,2,ICT,0
3,33,construction,9,Flüssiggas,2019,kWh,1,appliance,3,mechanical_energy,0
3,33,construction,9,Flüssiggas,2019,kWh,4,domestic hot water,4,hot_water,0
3,33,construction,9,Flüssiggas,2019,kWh,1,appliance,5,process_heating,0
3,33,construction,9,Flüssiggas,2019,kWh,3,space heating,6,space_heating,1661413372
3,33,construction,9,Flüssiggas,2019,kWh,1,appliance,7,process_cooling,0
3,33,construction,9,Flüssiggas,2019,kWh,2,space cooling,8,space_cooling,0
3,33,construction,6,Erdgas,2019,kWh,1,appliance,1,lighting,0
3,33,construction,6,Erdgas,2019,kWh,1,appliance,2,ICT,0
3,33,construction,6,Erdgas,2019,kWh,1,appliance,3,mechanical_energy,0
3,33,construction,6,Erdgas,2019,kWh,4,domestic hot water,4,hot_water,280360704.5
3,33,construction,6,Erdgas,2019,kWh,1,appliance,5,process_heating,4404307.308
3,33,construction,6,Erdgas,2019,kWh,3,space heating,6,space_heating,2780171056
3,33,construction,6,Erdgas,2019,kWh,1,appliance,7,process_cooling,0
3,33,construction,6,Erdgas,2019,kWh,2,space cooling,8,space_cooling,0
3,33,construction,12,Biomasse,2019,kWh,1,appliance,1,lighting,0
3,33,construction,12,Biomasse,2019,kWh,1,appliance,2,ICT,0
3,33,construction,12,Biomasse,2019,kWh,1,appliance,3,mechanical_energy,0
3,33,construction,12,Biomasse,2019,kWh,4,domestic hot water,4,hot_water,43546923.09
3,33,construction,12,Biomasse,2019,kWh,1,appliance,5,process_heating,0
3,33,construction,12,Biomasse,2019,kWh,3,space heating,6,space_heating,2180127678
3,33,construction,12,Biomasse,2019,kWh,1,appliance,7,process_cooling,0
3,33,construction,12,Biomasse,2019,kWh,2,space cooling,8,space_cooling,0
3,33,construction,14,erneuerbare Energien,2019,kWh,1,appliance,1,lighting,0
3,33,construction,14,erneuerbare Energien,2019,kWh,1,appliance,2,ICT,0
3,33,construction,14,erneuerbare Energien,2019,kWh,1,appliance,3,mechanical_energy,0
3,33,construction,14,erneuerbare Energien,2019,kWh,4,domestic hot water,4,hot_water,69693177.99
3,33,construction,14,erneuerbare Energien,2019,kWh,1,appliance,5,process_heating,2974190.866
3,33,construction,14,erneuerbare Energien,2019,kWh,3,space heating,6,space_heating,1069401000
3,33,construction,14,erneuerbare Energien,2019,kWh,1,appliance,7,process_cooling,0
3,33,construction,14,erneuerbare Energien,2019,kWh,2,space cooling,8,space_cooling,0
3,33,construction,13,Fernwärme,2019,kWh,1,appliance,1,lighting,0
3,33,construction,13,Fernwärme,2019,kWh,1,appliance,2,ICT,0
3,33,construction,13,Fernwärme,2019,kWh,1,appliance,3,mechanical_energy,0
3,33,construction,13,Fernwärme,2019,kWh,4,domestic hot water,4,hot_water,6487403.537
3,33,construction,13,Fernwärme,2019,kWh,1,appliance,5,process_heating,0
3,33,construction,13,Fernwärme,2019,kWh,3,space heating,6,space_heating,18154692.35
3,33,construction,13,Fernwärme,2019,kWh,1,appliance,7,process_cooling,0
3,33,construction,13,Fernwärme,2019,kWh,2,space cooling,8,space_cooling,0
3,33,construction,1,Strom,2019,kWh,1,appliance,1,lighting,3300838783
3,33,construction,1,Strom,2019,kWh,1,appliance,2,ICT,1025606189
3,33,construction,1,Strom,2019,kWh,1,appliance,3,mechanical_energy,408005588
3,33,construction,1,Strom,2019,kWh,4,domestic hot water,4,hot_water,15772628.81
3,33,construction,1,Strom,2019,kWh,1,appliance,5,process_heating,23594825.05
3,33,construction,1,Strom,2019,kWh,3,space heating,6,space_heating,109335009.5
3,33,construction,1,Strom,2019,kWh,1,appliance,7,process_cooling,56355858.4
3,33,construction,1,Strom,2019,kWh,2,space cooling,8,space_cooling,101960807.6
3,34,retail_wholesale,3,Kohle,2019,kWh,1,appliance,1,lighting,0
3,34,retail_wholesale,3,Kohle,2019,kWh,1,appliance,2,ICT,0
3,34,retail_wholesale,3,Kohle,2019,kWh,1,appliance,3,mechanical_energy,0
3,34,retail_wholesale,3,Kohle,2019,kWh,4,domestic hot water,4,hot_water,0
3,34,retail_wholesale,3,Kohle,2019,kWh,1,appliance,5,process_heating,0
3,34,retail_wholesale,3,Kohle,2019,kWh,3,space heating,6,space_heating,0
3,34,retail_wholesale,3,Kohle,2019,kWh,1,appliance,7,process_cooling,0
3,34,retail_wholesale,3,Kohle,2019,kWh,2,space cooling,8,space_cooling,0
3,34,retail_wholesale,2,Kraftstoff,2019,kWh,1,appliance,1,lighting,0
3,34,retail_wholesale,2,Kraftstoff,2019,kWh,1,appliance,2,ICT,0
3,34,retail_wholesale,2,Kraftstoff,2019,kWh,1,appliance,3,mechanical_energy,0
3,34,retail_wholesale,2,Kraftstoff,2019,kWh,4,domestic hot water,4,hot_water,0
3,34,retail_wholesale,2,Kraftstoff,2019,kWh,1,appliance,5,process_heating,0
3,34,retail_wholesale,2,Kraftstoff,2019,kWh,3,space heating,6,space_heating,0
3,34,retail_wholesale,2,Kraftstoff,2019,kWh,1,appliance,7,process_cooling,0
3,34,retail_wholesale,2,Kraftstoff,2019,kWh,2,space cooling,8,space_cooling,0
3,34,retail_wholesale,8,Heizöl,2019,kWh,1,appliance,1,lighting,0
3,34,retail_wholesale,8,Heizöl,2019,kWh,1,appliance,2,ICT,0
3,34,retail_wholesale,8,Heizöl,2019,kWh,1,appliance,3,mechanical_energy,0
3,34,retail_wholesale,8,Heizöl,2019,kWh,4,domestic hot water,4,hot_water,22492299.92
3,34,retail_wholesale,8,Heizöl,2019,kWh,1,appliance,5,process_heating,0
3,34,retail_wholesale,8,Heizöl,2019,kWh,3,space heating,6,space_heating,5200481676
3,34,retail_wholesale,8,Heizöl,2019,kWh,1,appliance,7,process_cooling,0
3,34,retail_wholesale,8,Heizöl,2019,kWh,2,space cooling,8,space_cooling,0
3,34,retail_wholesale,9,Flüssiggas,2019,kWh,1,appliance,1,lighting,0
3,34,retail_wholesale,9,Flüssiggas,2019,kWh,1,appliance,2,ICT,0
3,34,retail_wholesale,9,Flüssiggas,2019,kWh,1,appliance,3,mechanical_energy,0
3,34,retail_wholesale,9,Flüssiggas,2019,kWh,4,domestic hot water,4,hot_water,0
3,34,retail_wholesale,9,Flüssiggas,2019,kWh,1,appliance,5,process_heating,0
3,34,retail_wholesale,9,Flüssiggas,2019,kWh,3,space heating,6,space_heating,4140576962
3,34,retail_wholesale,9,Flüssiggas,2019,kWh,1,appliance,7,process_cooling,0
3,34,retail_wholesale,9,Flüssiggas,2019,kWh,2,space cooling,8,space_cooling,0
3,34,retail_wholesale,6,Erdgas,2019,kWh,1,appliance,1,lighting,0
3,34,retail_wholesale,6,Erdgas,2019,kWh,1,appliance,2,ICT,0
3,34,retail_wholesale,6,Erdgas,2019,kWh,1,appliance,3,mechanical_energy,0
3,34,retail_wholesale,6,Erdgas,2019,kWh,4,domestic hot water,4,hot_water,646896574.6
3,34,retail_wholesale,6,Erdgas,2019,kWh,1,appliance,5,process_heating,14828456.27
3,34,retail_wholesale,6,Erdgas,2019,kWh,3,space heating,6,space_heating,15381795706
3,34,retail_wholesale,6,Erdgas,2019,kWh,1,appliance,7,process_cooling,0
3,34,retail_wholesale,6,Erdgas,2019,kWh,2,space cooling,8,space_cooling,0
3,34,retail_wholesale,12,Biomasse,2019,kWh,1,appliance,1,lighting,0
3,34,retail_wholesale,12,Biomasse,2019,kWh,1,appliance,2,ICT,0
3,34,retail_wholesale,12,Biomasse,2019,kWh,1,appliance,3,mechanical_energy,0
3,34,retail_wholesale,12,Biomasse,2019,kWh,4,domestic hot water,4,hot_water,15121830.88
3,34,retail_wholesale,12,Biomasse,2019,kWh,1,appliance,5,process_heating,0
3,34,retail_wholesale,12,Biomasse,2019,kWh,3,space heating,6,space_heating,67377267.83
3,34,retail_wholesale,12,Biomasse,2019,kWh,1,appliance,7,process_cooling,0
3,34,retail_wholesale,12,Biomasse,2019,kWh,2,space cooling,8,space_cooling,0
3,34,retail_wholesale,14,erneuerbare Energien,2019,kWh,1,appliance,1,lighting,0
3,34,retail_wholesale,14,erneuerbare Energien,2019,kWh,1,appliance,2,ICT,0
3,34,retail_wholesale,14,erneuerbare Energien,2019,kWh,1,appliance,3,mechanical_energy,0
3,34,retail_wholesale,14,erneuerbare Energien,2019,kWh,4,domestic hot water,4,hot_water,14232108.53
3,34,retail_wholesale,14,erneuerbare Energien,2019,kWh,1,appliance,5,process_heating,12424837.42
3,34,retail_wholesale,14,erneuerbare Energien,2019,kWh,3,space heating,6,space_heating,247077237.5
3,34,retail_wholesale,14,erneuerbare Energien,2019,kWh,1,appliance,7,process_cooling,0
3,34,retail_wholesale,14,erneuerbare Energien,2019,kWh,2,space cooling,8,space_cooling,0
3,34,retail_wholesale,13,Fernwärme,2019,kWh,1,appliance,1,lighting,0
3,34,retail_wholesale,13,Fernwärme,2019,kWh,1,appliance,2,ICT,0
3,34,retail_wholesale,13,Fernwärme,2019,kWh,1,appliance,3,mechanical_energy,0
3,34,retail_wholesale,13,Fernwärme,2019,kWh,4,domestic hot water,4,hot_water,45966886.67
3,34,retail_wholesale,13,Fernwärme,2019,kWh,1,appliance,5,process_heating,0
3,34,retail_wholesale,13,Fernwärme,2019,kWh,3,space heating,6,space_heating,962839670.9
3,34,retail_wholesale,13,Fernwärme,2019,kWh,1,appliance,7,process_cooling,0
3,34,retail_wholesale,13,Fernwärme,2019,kWh,2,space cooling,8,space_cooling,0
3,34,retail_wholesale,1,Strom,2019,kWh,1,appliance,1,lighting,7726546245
3,34,retail_wholesale,1,Strom,2019,kWh,1,appliance,2,ICT,6744048417
3,34,retail_wholesale,1,Strom,2019,kWh,1,appliance,3,mechanical_energy,1652320175
3,34,retail_wholesale,1,Strom,2019,kWh,4,domestic hot water,4,hot_water,226840801.3
3,34,retail_wholesale,1,Strom,2019,kWh,1,appliance,5,process_heating,61814764.42
3,34,retail_wholesale,1,Strom,2019,kWh,3,space heating,6,space_heating,2013941037
3,34,retail_wholesale,1,Strom,2019,kWh,1,appliance,7,process_cooling,1551138311
3,34,retail_wholesale,1,Strom,2019,kWh,2,space cooling,8,space_cooling,579400760.5
3,35,transporting_storage,3,Kohle,2019,kWh,1,appliance,1,lighting,0
3,35,transporting_storage,3,Kohle,2019,kWh,1,appliance,2,ICT,0
3,35,transporting_storage,3,Kohle,2019,kWh,1,appliance,3,mechanical_energy,0
3,35,transporting_storage,3,Kohle,2019,kWh,4,domestic hot water,4,hot_water,0
3,35,transporting_storage,3,Kohle,2019,kWh,1,appliance,5,process_heating,0
3,35,transporting_storage,3,Kohle,2019,kWh,3,space heating,6,space_heating,0
3,35,transporting_storage,3,Kohle,2019,kWh,1,appliance,7,process_cooling,0
3,35,transporting_storage,3,Kohle,2019,kWh,2,space cooling,8,space_cooling,0
3,35,transporting_storage,2,Kraftstoff,2019,kWh,1,appliance,1,lighting,0
3,35,transporting_storage,2,Kraftstoff,2019,kWh,1,appliance,2,ICT,0
3,35,transporting_storage,2,Kraftstoff,2019,kWh,1,appliance,3,mechanical_energy,1667207195
3,35,transporting_storage,2,Kraftstoff,2019,kWh,4,domestic hot water,4,hot_water,0
3,35,transporting_storage,2,Kraftstoff,2019,kWh,1,appliance,5,process_heating,0
3,35,transporting_storage,2,Kraftstoff,2019,kWh,3,space heating,6,space_heating,0
3,35,transporting_storage,2,Kraftstoff,2019,kWh,1,appliance,7,process_cooling,0
3,35,transporting_storage,2,Kraftstoff,2019,kWh,2,space cooling,8,space_cooling,0
3,35,transporting_storage,8,Heizöl,2019,kWh,1,appliance,1,lighting,0
3,35,transporting_storage,8,Heizöl,2019,kWh,1,appliance,2,ICT,0
3,35,transporting_storage,8,Heizöl,2019,kWh,1,appliance,3,mechanical_energy,0
3,35,transporting_storage,8,Heizöl,2019,kWh,4,domestic hot water,4,hot_water,1684596.043
3,35,transporting_storage,8,Heizöl,2019,kWh,1,appliance,5,process_heating,0
3,35,transporting_storage,8,Heizöl,2019,kWh,3,space heating,6,space_heating,805259056.7
3,35,transporting_storage,8,Heizöl,2019,kWh,1,appliance,7,process_cooling,0
3,35,transporting_storage,8,Heizöl,2019,kWh,2,space cooling,8,space_cooling,0
3,35,transporting_storage,9,Flüssiggas,2019,kWh,1,appliance,1,lighting,0
3,35,transporting_storage,9,Flüssiggas,2019,kWh,1,appliance,2,ICT,0
3,35,transporting_storage,9,Flüssiggas,2019,kWh,1,appliance,3,mechanical_energy,0
3,35,transporting_storage,9,Flüssiggas,2019,kWh,4,domestic hot water,4,hot_water,2443.469639
3,35,transporting_storage,9,Flüssiggas,2019,kWh,1,appliance,5,process_heating,0
3,35,transporting_storage,9,Flüssiggas,2019,kWh,3,space heating,6,space_heating,167440.1244
3,35,transporting_storage,9,Flüssiggas,2019,kWh,1,appliance,7,process_cooling,0
3,35,transporting_storage,9,Flüssiggas,2019,kWh,2,space cooling,8,space_cooling,0
3,35,transporting_storage,6,Erdgas,2019,kWh,1,appliance,1,lighting,0
3,35,transporting_storage,6,Erdgas,2019,kWh,1,appliance,2,ICT,0
3,35,transporting_storage,6,Erdgas,2019,kWh,1,appliance,3,mechanical_energy,0
3,35,transporting_storage,6,Erdgas,2019,kWh,4,domestic hot water,4,hot_water,318899965.2
3,35,transporting_storage,6,Erdgas,2019,kWh,1,appliance,5,process_heating,8558289.275
3,35,transporting_storage,6,Erdgas,2019,kWh,3,space heating,6,space_heating,1966807262
3,35,transporting_storage,6,Erdgas,2019,kWh,1,appliance,7,process_cooling,0
